ticker,ticker-full,short-name,sector,industry,6-10--2025
AVNW,AVNW US Equity,AVIAT NETWORKS I,Information Technology,Communications Equipment,22.63
EXTR,EXTR US Equity,EXTREME NETWORKS,Information Technology,Communications Equipment,16.84
AAOI,AAOI US Equity,APPLIED OPTOELEC,Information Technology,Communications Equipment,16.44
VSAT,VSAT US Equity,VIASAT INC,Information Technology,Communications Equipment,10.61
HLIT,HLIT US Equity,HARMONIC INC,Information Technology,Communications Equipment,9.59
VIAV,VIAV US Equity,VIAVI SOLUTIONS,Information Technology,Communications Equipment,9.52
ADTN,ADTN US Equity,ADTRAN HOLDINGS,Information Technology,Communications Equipment,8.01
INSG,INSG US Equity,INSEEGO CORP,Information Technology,Communications Equipment,7.59
COMM,COMM US Equity,COMMSCOPE HOLDIN,Information Technology,Communications Equipment,6.15
CLRO,CLRO US Equity,CLEARONE INC,Information Technology,Communications Equipment,6.01
KVHI,KVHI US Equity,KVH INDUSTRIES,Information Technology,Communications Equipment,5.19
FKWL,FKWL US Equity,FRANKLIN WIRELES,Information Technology,Communications Equipment,4.15
RBBN,RBBN US Equity,RIBBON COMMUNICA,Information Technology,Communications Equipment,3.98
MINM,MINM US Equity,MINIM INC,Information Technology,Communications Equipment,3.04
OCC,OCC US Equity,OPTICAL CABLE,Information Technology,Communications Equipment,2.66
LTRX,LTRX US Equity,LANTRONIX INC,Information Technology,Communications Equipment,2.36
CMTL,CMTL US Equity,COMTECH TELECOMM,Information Technology,Communications Equipment,2.08
GNSS,GNSS US Equity,GENASYS INC,Information Technology,Communications Equipment,1.65
ONDS,ONDS US Equity,ONDAS HOLDINGS I,Information Technology,Communications Equipment,1.52
NTIP,NTIP US Equity,NETWORK-1 TECHNO,Information Technology,Communications Equipment,1.23
ASNS,ASNS US Equity,ACTELIS NETWORKS,Information Technology,Communications Equipment,0.7
CMBM,CMBM US Equity,CAMBIUM NETWORKS,Information Technology,Communications Equipment,0.37
CLMB,CLMB US Equity,CLIMB GLOBAL SOL,Information Technology,"Electronic Equipment, Instruments & Components",107.5
PLUS,PLUS US Equity,EPLUS INC,Information Technology,"Electronic Equipment, Instruments & Components",72.80000305
CNXN,CNXN US Equity,PC CONNECTION,Information Technology,"Electronic Equipment, Instruments & Components",65.77999878
SCSC,SCSC US Equity,SCANSOURCE INC,Information Technology,"Electronic Equipment, Instruments & Components",42.15000153
AEVA,AEVA US Equity,AEVA TECHNOLOGIE,Information Technology,"Electronic Equipment, Instruments & Components",22.26000023
MEI,MEI US Equity,METHODE ELEC,Information Technology,"Electronic Equipment, Instruments & Components",8.680000305
LIDR,LIDR US Equity,AEYE INC,Information Technology,"Electronic Equipment, Instruments & Components",0.862999976
AEVAW,AEVAW US Equity,INTERPRIVA -CW24,Information Technology,"Electronic Equipment, Instruments & Components",0.280099988
TDY,TDY US Equity,TELEDYNE TECH,Information Technology,"Electronic Equipment, Instruments & Components",500.56
ZBRA,ZBRA US Equity,ZEBRA TECH CORP,Information Technology,"Electronic Equipment, Instruments & Components",299.56
BMI,BMI US Equity,BADGER METER INC,Information Technology,"Electronic Equipment, Instruments & Components",247.47
OSIS,OSIS US Equity,OSI SYSTEMS INC,Information Technology,"Electronic Equipment, Instruments & Components",231.6
LFUS,LFUS US Equity,LITTELFUSE INC,Information Technology,"Electronic Equipment, Instruments & Components",227.31
CDW,CDW US Equity,CDW CORP/DE,Information Technology,"Electronic Equipment, Instruments & Components",178.73
JBL,JBL US Equity,JABIL INC,Information Technology,"Electronic Equipment, Instruments & Components",178.04
KEYS,KEYS US Equity,KEYSIGHT TEC,Information Technology,"Electronic Equipment, Instruments & Components",163.61
NSIT,NSIT US Equity,INSIGHT ENTERPRI,Information Technology,"Electronic Equipment, Instruments & Components",137.6
PLXS,PLXS US Equity,PLEXUS CORP,Information Technology,"Electronic Equipment, Instruments & Components",135.38
NOVT,NOVT US Equity,NOVANTA INC,Information Technology,"Electronic Equipment, Instruments & Components",129.67
AEIS,AEIS US Equity,ADV ENERGY INDS,Information Technology,"Electronic Equipment, Instruments & Components",126.91
SNX,SNX US Equity,TD SYNNEX CORP,Information Technology,"Electronic Equipment, Instruments & Components",126.22
ARW,ARW US Equity,ARROW ELECTRONIC,Information Technology,"Electronic Equipment, Instruments & Components",125.08
ITRI,ITRI US Equity,ITRON INC,Information Technology,"Electronic Equipment, Instruments & Components",123.32
BDC,BDC US Equity,BELDEN INC,Information Technology,"Electronic Equipment, Instruments & Components",111.42
APH,APH US Equity,AMPHENOL CORP-A,Information Technology,"Electronic Equipment, Instruments & Components",92.49
SANM,SANM US Equity,SANMINA CORP,Information Technology,"Electronic Equipment, Instruments & Components",88.27
COHR,COHR US Equity,COHERENT CORP,Information Technology,"Electronic Equipment, Instruments & Components",82.02
BELFB,BELFB US Equity,BEL FUSE INC-B,Information Technology,"Electronic Equipment, Instruments & Components",79.57
TRMB,TRMB US Equity,TRIMBLE INC,Information Technology,"Electronic Equipment, Instruments & Components",72.8
ROG,ROG US Equity,ROGERS CORP,Information Technology,"Electronic Equipment, Instruments & Components",70.56
BELFA,BELFA US Equity,BEL FUSE INC-A,Information Technology,"Electronic Equipment, Instruments & Components",69.56
IPGP,IPGP US Equity,IPG PHOTONICS,Information Technology,"Electronic Equipment, Instruments & Components",68.11
PAR,PAR US Equity,PAR TECHNOLOGY,Information Technology,"Electronic Equipment, Instruments & Components",66.08
CXT,CXT US Equity,CRANE NXT CO,Information Technology,"Electronic Equipment, Instruments & Components",56.23
AVT,AVT US Equity,AVNET INC,Information Technology,"Electronic Equipment, Instruments & Components",52.11
GLW,GLW US Equity,CORNING INC,Information Technology,"Electronic Equipment, Instruments & Components",50.61
MPTI,MPTI US Equity,M-TRON INDUS,Information Technology,"Electronic Equipment, Instruments & Components",45.13
FLEX,FLEX US Equity,FLEX LTD,Information Technology,"Electronic Equipment, Instruments & Components",43.86
CTS,CTS US Equity,CTS CORP,Information Technology,"Electronic Equipment, Instruments & Components",43.26
FARO,FARO US Equity,FARO TECH,Information Technology,"Electronic Equipment, Instruments & Components",42.6
BHE,BHE US Equity,BENCHMARK ELECTR,Information Technology,"Electronic Equipment, Instruments & Components",38.36
VNT,VNT US Equity,VONTIER CORP,Information Technology,"Electronic Equipment, Instruments & Components",37.01
TTMI,TTMI US Equity,TTM TECHNOLOGIES,Information Technology,"Electronic Equipment, Instruments & Components",36.19
CGNX,CGNX US Equity,COGNEX CORP,Information Technology,"Electronic Equipment, Instruments & Components",31.43
NSSC,NSSC US Equity,NAPCO SECURITY,Information Technology,"Electronic Equipment, Instruments & Components",28.75
VPG,VPG US Equity,VISHAY PRECI,Information Technology,"Electronic Equipment, Instruments & Components",26.25
INGM,INGM US Equity,INGRAM MICRO HOL,Information Technology,"Electronic Equipment, Instruments & Components",20.3
MIR,MIR US Equity,MIRION TECHNOLOG,Information Technology,"Electronic Equipment, Instruments & Components",19.75
KE,KE US Equity,KIMBALL ELECTRON,Information Technology,"Electronic Equipment, Instruments & Components",19.19
FEIM,FEIM US Equity,FREQUENCY ELECT,Information Technology,"Electronic Equipment, Instruments & Components",18.73
KN,KN US Equity,KNOWLES CORP,Information Technology,"Electronic Equipment, Instruments & Components",17.69
LASR,LASR US Equity,NLIGHT INC,Information Technology,"Electronic Equipment, Instruments & Components",17.26
ARLO,ARLO US Equity,ARLO TECHNOLOGIE,Information Technology,"Electronic Equipment, Instruments & Components",17.09
OUST,OUST US Equity,OUSTER INC,Information Technology,"Electronic Equipment, Instruments & Components",16.03
VSH,VSH US Equity,VISHAY INTERTECH,Information Technology,"Electronic Equipment, Instruments & Components",15.97
DAKT,DAKT US Equity,DAKTRONICS INC,Information Technology,"Electronic Equipment, Instruments & Components",14.28
RELL,RELL US Equity,RICHARDSON ELEC,Information Technology,"Electronic Equipment, Instruments & Components",9.3
NSYS,NSYS US Equity,NORTECH SYSTEMS,Information Technology,"Electronic Equipment, Instruments & Components",9.21
UMAC,UMAC US Equity,UNUSUAL MACHINES,Information Technology,"Electronic Equipment, Instruments & Components",8.95
RCAT,RCAT US Equity,RED CAT HOLDINGS,Information Technology,"Electronic Equipment, Instruments & Components",8.59
MASS,MASS US Equity,908 DEVICES INC,Information Technology,"Electronic Equipment, Instruments & Components",7.1
LGL,LGL US Equity,LGL GROUP INC,Information Technology,"Electronic Equipment, Instruments & Components",6.7
CODA,CODA US Equity,CODA OCTOPUS GRO,Information Technology,"Electronic Equipment, Instruments & Components",6.64
FORD,FORD US Equity,FORWARD INDS INC,Information Technology,"Electronic Equipment, Instruments & Components",6.47
LINK,LINK US Equity,INTERLINK ELEC,Information Technology,"Electronic Equipment, Instruments & Components",5.99
ASTC,ASTC US Equity,ASTROTECH CORP,Information Technology,"Electronic Equipment, Instruments & Components",5.75
EVLV,EVLV US Equity,EVOLV TECHNOLOGI,Information Technology,"Electronic Equipment, Instruments & Components",5.46
AIOT,AIOT US Equity,POWERFLEET INC,Information Technology,"Electronic Equipment, Instruments & Components",4.88
ELSE,ELSE US Equity,ELECTRO-SENSORS,Information Technology,"Electronic Equipment, Instruments & Components",4.31
RFIL,RFIL US Equity,RF INDS,Information Technology,"Electronic Equipment, Instruments & Components",4.21
AIRG,AIRG US Equity,AIRGAIN INC,Information Technology,"Electronic Equipment, Instruments & Components",4.12
FCUV,FCUV US Equity,FOCUS UNIVERSAL,Information Technology,"Electronic Equipment, Instruments & Components",3.9
SOTK,SOTK US Equity,SONO-TEK CORP,Information Technology,"Electronic Equipment, Instruments & Components",3.82
SOBR,SOBR US Equity,SOBR SAFE INC,Information Technology,"Electronic Equipment, Instruments & Components",3.64
VUZI,VUZI US Equity,VUZIX CORP,Information Technology,"Electronic Equipment, Instruments & Components",3.25
INVE,INVE US Equity,IDENTIV INC,Information Technology,"Electronic Equipment, Instruments & Components",3.25
DGLY,DGLY US Equity,DIGITAL ALLY INC,Information Technology,"Electronic Equipment, Instruments & Components",3.23
UUU,UUU US Equity,UNIVERSAL SECUR,Information Technology,"Electronic Equipment, Instruments & Components",3.11
SGMA,SGMA US Equity,SIGMATRON INTL,Information Technology,"Electronic Equipment, Instruments & Components",2.98
KTCC,KTCC US Equity,KEY TRONIC CORP,Information Technology,"Electronic Equipment, Instruments & Components",2.89
LPTH,LPTH US Equity,LIGHTPATH TECH-A,Information Technology,"Electronic Equipment, Instruments & Components",2.81
DAIO,DAIO US Equity,DATA I/O CORP,Information Technology,"Electronic Equipment, Instruments & Components",2.8
CPSH,CPSH US Equity,CPS TECHNOLOGIES,Information Technology,"Electronic Equipment, Instruments & Components",2.58
TAIT,TAIT US Equity,TAITRON COMPONEN,Information Technology,"Electronic Equipment, Instruments & Components",2.17
AMPG,AMPG US Equity,AMPLITECH GROUP,Information Technology,"Electronic Equipment, Instruments & Components",2.13
REFR,REFR US Equity,RESEARCH FRONT,Information Technology,"Electronic Equipment, Instruments & Components",1.91
OPTX,OPTX US Equity,SYNTEC OPTICS HO,Information Technology,"Electronic Equipment, Instruments & Components",1.59
WRAP,WRAP US Equity,WRAP TECHNOLOGIE,Information Technology,"Electronic Equipment, Instruments & Components",1.52
LWLG,LWLG US Equity,LIGHTWAVE LOGIC,Information Technology,"Electronic Equipment, Instruments & Components",1.3
MVIS,MVIS US Equity,MICROVISION INC,Information Technology,"Electronic Equipment, Instruments & Components",1.22
CETX,CETX US Equity,CEMTREX INC,Information Technology,"Electronic Equipment, Instruments & Components",0.97
SMRT,SMRT US Equity,SMARTRENT INC,Information Technology,"Electronic Equipment, Instruments & Components",0.89
STAI,STAI US Equity,SCANTECH AI SYST,Information Technology,"Electronic Equipment, Instruments & Components",0.81
VRME,VRME US Equity,VERIFYME INC,Information Technology,"Electronic Equipment, Instruments & Components",0.8
MSAI,MSAI US Equity,MULTISENSOR AI H,Information Technology,"Electronic Equipment, Instruments & Components",0.72
LGL/WS,LGL/WS US Equity,LGL GROUP -CW25,Information Technology,"Electronic Equipment, Instruments & Components",0.3
IT,IT US Equity,GARTNER INC,Information Technology,IT Services,422.48
VRSN,VRSN US Equity,VERISIGN INC,Information Technology,IT Services,278.49
IBM,IBM US Equity,IBM,Information Technology,IT Services,276.24
MDB,MDB US Equity,MONGODB INC,Information Technology,IT Services,213.03
SNOW,SNOW US Equity,SNOWFLAKE INC-A,Information Technology,IT Services,208.24
EPAM,EPAM US Equity,EPAM SYSTEMS INC,Information Technology,IT Services,180.76
NET,NET US Equity,CLOUDFLARE INC-A,Information Technology,IT Services,179.34
GDDY,GDDY US Equity,GODADDY INC-A,Information Technology,IT Services,178.43
CRWV,CRWV US Equity,COREWEAVE I-CL A,Information Technology,IT Services,154.9
TWLO,TWLO US Equity,TWILIO INC - A,Information Technology,IT Services,119.13
OKTA,OKTA US Equity,OKTA INC,Information Technology,IT Services,100.78
DOX,DOX US Equity,AMDOCS LTD,Information Technology,IT Services,93.33
CTSH,CTSH US Equity,COGNIZANT TECH-A,Information Technology,IT Services,81.05
AKAM,AKAM US Equity,AKAMAI TECHNOLOG,Information Technology,IT Services,78.27
ASGN,ASGN US Equity,ASGN INC,Information Technology,IT Services,54.96
KD,KD US Equity,KYNDRYL HOLDINGS,Information Technology,IT Services,40.28
DOCN,DOCN US Equity,DIGITALOCEAN HOL,Information Technology,IT Services,29.5
HCKT,HCKT US Equity,HACKETT GROUP,Information Technology,IT Services,25.09
TSSI,TSSI US Equity,TSS INC,Information Technology,IT Services,20.42
BASE,BASE US Equity,COUCHBASE INC,Information Technology,IT Services,19.5
DXC,DXC US Equity,DXC TECHNOLOGY C,Information Technology,IT Services,15.95
APLD,APLD US Equity,APPLIED DIGITAL,Information Technology,IT Services,12.48
CSPI,CSPI US Equity,CSP INC,Information Technology,IT Services,12.25
GDYN,GDYN US Equity,GRID DYNAMICS HO,Information Technology,IT Services,12.15
FSLY,FSLY US Equity,FASTLY INC -CL A,Information Technology,IT Services,8.08
BLZE,BLZE US Equity,BACKBLAZE INC-A,Information Technology,IT Services,5.59
CXDO,CXDO US Equity,CREXENDO INC,Information Technology,IT Services,5.57
BIGC,BIGC US Equity,BIGCOMMERCE-1,Information Technology,IT Services,5.41
III,III US Equity,INFORMATION SERV,Information Technology,IT Services,4.83
UIS,UIS US Equity,UNISYS CORP,Information Technology,IT Services,4.66
DTST,DTST US Equity,DATA STORAGE COR,Information Technology,IT Services,3.8
BBAI,BBAI US Equity,BIGBEAR.AI HOLDI,Information Technology,IT Services,3.77
WYY,WYY US Equity,WIDEPOINT CORP,Information Technology,IT Services,3.35
XTIA,XTIA US Equity,XTI AEROSPACE IN,Information Technology,IT Services,3.05
RSSS,RSSS US Equity,RESEARCH SOLUTIO,Information Technology,IT Services,2.8
CSAI,CSAI US Equity,CLOUDASTRUCTURE,Information Technology,IT Services,2.16
VRAR,VRAR US Equity,GLIMPSE GROUP IN,Information Technology,IT Services,1.47
CTM,CTM US Equity,CASTELLUM INC,Information Technology,IT Services,1.39
RXT,RXT US Equity,RACKSPACE TECHNO,Information Technology,IT Services,1.32
CISO,CISO US Equity,CISO GLOBAL INC,Information Technology,IT Services,1.03
BNAI,BNAI US Equity,BRAND ENGAGEMENT,Information Technology,IT Services,0.48
INDI,INDI US Equity,INDIE SEMICOND-A,Information Technology,Semiconductors & Semiconductor Equipment,3.25
KLAC,KLAC US Equity,KLA CORP,Information Technology,Semiconductors & Semiconductor Equipment,856.59
MPWR,MPWR US Equity,MONOLITHIC POWER,Information Technology,Semiconductors & Semiconductor Equipment,731.84
AVGO,AVGO US Equity,BROADCOM INC,Information Technology,Semiconductors & Semiconductor Equipment,244.63
ADI,ADI US Equity,ANALOG DEVICES,Information Technology,Semiconductors & Semiconductor Equipment,233.34
SITM,SITM US Equity,SITIME CORP,Information Technology,Semiconductors & Semiconductor Equipment,215.25
TXN,TXN US Equity,TEXAS INSTRUMENT,Information Technology,Semiconductors & Semiconductor Equipment,202.29
AMAT,AMAT US Equity,APPLIED MATERIAL,Information Technology,Semiconductors & Semiconductor Equipment,173.77
FSLR,FSLR US Equity,FIRST SOLAR INC,Information Technology,Semiconductors & Semiconductor Equipment,164.62
OLED,OLED US Equity,UNIVERSAL DISPLA,Information Technology,Semiconductors & Semiconductor Equipment,161.02
QCOM,QCOM US Equity,QUALCOMM INC,Information Technology,Semiconductors & Semiconductor Equipment,159.13
NVDA,NVDA US Equity,NVIDIA CORP,Information Technology,Semiconductors & Semiconductor Equipment,143.96
SLAB,SLAB US Equity,SILICON LABS,Information Technology,Semiconductors & Semiconductor Equipment,138.96
MTSI,MTSI US Equity,MACOM TECHNOLOGY,Information Technology,Semiconductors & Semiconductor Equipment,128.27
AMD,AMD US Equity,ADV MICRO DEVICE,Information Technology,Semiconductors & Semiconductor Equipment,123.24
PI,PI US Equity,IMPINJ INC,Information Technology,Semiconductors & Semiconductor Equipment,115.86
MU,MU US Equity,MICRON TECH,Information Technology,Semiconductors & Semiconductor Equipment,114.14
CRUS,CRUS US Equity,CIRRUS LOGIC INC,Information Technology,Semiconductors & Semiconductor Equipment,105.25
ONTO,ONTO US Equity,ONTO INNOVATION,Information Technology,Semiconductors & Semiconductor Equipment,101.34
MKSI,MKSI US Equity,MKS INC,Information Technology,Semiconductors & Semiconductor Equipment,94.15
ALAB,ALAB US Equity,ASTERA LABS INC,Information Technology,Semiconductors & Semiconductor Equipment,91.46
LRCX,LRCX US Equity,LAM RESEARCH,Information Technology,Semiconductors & Semiconductor Equipment,91
TER,TER US Equity,TERADYNE INC,Information Technology,Semiconductors & Semiconductor Equipment,88.7
QRVO,QRVO US Equity,QORVO INC,Information Technology,Semiconductors & Semiconductor Equipment,83.01
ENTG,ENTG US Equity,ENTEGRIS INC,Information Technology,Semiconductors & Semiconductor Equipment,79.63
SWKS,SWKS US Equity,SKYWORKS SOLUTIO,Information Technology,Semiconductors & Semiconductor Equipment,74.95
NVEC,NVEC US Equity,NVE CORP,Information Technology,Semiconductors & Semiconductor Equipment,73.49
ACLS,ACLS US Equity,AXCELIS TECH INC,Information Technology,Semiconductors & Semiconductor Equipment,70.76
MCHP,MCHP US Equity,MICROCHIP TECH,Information Technology,Semiconductors & Semiconductor Equipment,69.59
MRVL,MRVL US Equity,MARVELL TECHNOLO,Information Technology,Semiconductors & Semiconductor Equipment,68.84
CRDO,CRDO US Equity,CREDO TECHNOLOGY,Information Technology,Semiconductors & Semiconductor Equipment,68.53
SYNA,SYNA US Equity,SYNAPTICS INC,Information Technology,Semiconductors & Semiconductor Equipment,66.01
RMBS,RMBS US Equity,RAMBUS INC,Information Technology,Semiconductors & Semiconductor Equipment,59.7
POWI,POWI US Equity,POWER INTEGRATIO,Information Technology,Semiconductors & Semiconductor Equipment,58.03
AMBA,AMBA US Equity,AMBARELLA INC,Information Technology,Semiconductors & Semiconductor Equipment,54.9
ON,ON US Equity,ON SEMICONDUCTOR,Information Technology,Semiconductors & Semiconductor Equipment,53.8
DIOD,DIOD US Equity,DIODES INC,Information Technology,Semiconductors & Semiconductor Equipment,51.44
LSCC,LSCC US Equity,LATTICE SEMICOND,Information Technology,Semiconductors & Semiconductor Equipment,51.26
ENPH,ENPH US Equity,ENPHASE ENERGY,Information Technology,Semiconductors & Semiconductor Equipment,45.08
SMTC,SMTC US Equity,SEMTECH CORP,Information Technology,Semiconductors & Semiconductor Equipment,42.16
GFS,GFS US Equity,GLOBALFOUNDRIES,Information Technology,Semiconductors & Semiconductor Equipment,39.47
FORM,FORM US Equity,FORMFACTOR INC,Information Technology,Semiconductors & Semiconductor Equipment,35.2
ALGM,ALGM US Equity,ALLEGRO MICROSYS,Information Technology,Semiconductors & Semiconductor Equipment,30.5
ACMR,ACMR US Equity,ACM RESEARCH-A,Information Technology,Semiconductors & Semiconductor Equipment,25.38
AOSL,AOSL US Equity,ALPHA & OMEGA SE,Information Technology,Semiconductors & Semiconductor Equipment,24.99
INTC,INTC US Equity,INTEL CORP,Information Technology,Semiconductors & Semiconductor Equipment,22.08
VECO,VECO US Equity,VEECO INSTRUMENT,Information Technology,Semiconductors & Semiconductor Equipment,21.81
UCTT,UCTT US Equity,ULTRA CLEAN HOLD,Information Technology,Semiconductors & Semiconductor Equipment,21.65
CEVA,CEVA US Equity,CEVA INC,Information Technology,Semiconductors & Semiconductor Equipment,21.44
AMKR,AMKR US Equity,AMKOR TECH INC,Information Technology,Semiconductors & Semiconductor Equipment,20.45
PDFS,PDFS US Equity,PDF SOLUTIONS,Information Technology,Semiconductors & Semiconductor Equipment,20.2
PENG,PENG US Equity,PENGUIN SOLUTION,Information Technology,Semiconductors & Semiconductor Equipment,20.01
ICHR,ICHR US Equity,ICHOR HOLDINGS L,Information Technology,Semiconductors & Semiconductor Equipment,19.24
COHU,COHU US Equity,COHU INC,Information Technology,Semiconductors & Semiconductor Equipment,19.18
ALMU,ALMU US Equity,AELUMA INC,Information Technology,Semiconductors & Semiconductor Equipment,18.99
PLAB,PLAB US Equity,PHOTRONICS INC,Information Technology,Semiconductors & Semiconductor Equipment,18.61
MXL,MXL US Equity,MAXLINEAR,Information Technology,Semiconductors & Semiconductor Equipment,12.57
AEHR,AEHR US Equity,AEHR TEST SYSTEM,Information Technology,Semiconductors & Semiconductor Equipment,12.21
RGTI,RGTI US Equity,RIGETTI COMPUTIN,Information Technology,Semiconductors & Semiconductor Equipment,11.24
SKYT,SKYT US Equity,SKYWATER TECHNOL,Information Technology,Semiconductors & Semiconductor Equipment,9.11
NVTS,NVTS US Equity,NAVITAS SEMICOND,Information Technology,Semiconductors & Semiconductor Equipment,8.09
INTT,INTT US Equity,INTEST CORP,Information Technology,Semiconductors & Semiconductor Equipment,6.94
QUIK,QUIK US Equity,QUICKLOGIC CORP,Information Technology,Semiconductors & Semiconductor Equipment,6.68
ATOM,ATOM US Equity,ATOMERA INC,Information Technology,Semiconductors & Semiconductor Equipment,6.12
MRAM,MRAM US Equity,EVERSPIN TECHNOL,Information Technology,Semiconductors & Semiconductor Equipment,6.09
PXLW,PXLW US Equity,PIXELWORKS INC,Information Technology,Semiconductors & Semiconductor Equipment,5.52
TRT,TRT US Equity,TRIO-TECH INTL,Information Technology,Semiconductors & Semiconductor Equipment,5.34
ASYS,ASYS US Equity,AMTECH SYS INC,Information Technology,Semiconductors & Semiconductor Equipment,4.02
GSIT,GSIT US Equity,GSI TECHNOLOGY,Information Technology,Semiconductors & Semiconductor Equipment,3.22
CVV,CVV US Equity,CVD EQUIPMENT CO,Information Technology,Semiconductors & Semiconductor Equipment,3.1
BZAI,BZAI US Equity,BLAIZE HOLDINGS,Information Technology,Semiconductors & Semiconductor Equipment,2.52
AXTI,AXTI US Equity,AXT INC,Information Technology,Semiconductors & Semiconductor Equipment,1.94
ASTI,ASTI US Equity,ASCENT SOLAR TEC,Information Technology,Semiconductors & Semiconductor Equipment,1.71
KOPN,KOPN US Equity,KOPIN CORP,Information Technology,Semiconductors & Semiconductor Equipment,1.62
WOLF,WOLF US Equity,WOLFSPEED INC,Information Technology,Semiconductors & Semiconductor Equipment,1.51
PRSO,PRSO US Equity,PERASO INC,Information Technology,Semiconductors & Semiconductor Equipment,1.32
GCTS,GCTS US Equity,GCT SEMICONDUCTO,Information Technology,Semiconductors & Semiconductor Equipment,1.15
DVLT,DVLT US Equity,DATAVAULT AI INC,Information Technology,Semiconductors & Semiconductor Equipment,0.81
MOBX,MOBX US Equity,MOBIX LABS INC,Information Technology,Semiconductors & Semiconductor Equipment,0.66
AUR,AUR US Equity,AURORA INNOVATIO,Information Technology,Software,5.949999809
BTCS,BTCS US Equity,BTCS INC,Information Technology,Software,2.470000029
NOW,NOW US Equity,SERVICENOW INC,Information Technology,Software,1009.79
INTU,INTU US Equity,INTUIT INC,Information Technology,Software,762.1
TYL,TYL US Equity,TYLER TECHNOLOG,Information Technology,Software,586.53
HUBS,HUBS US Equity,HUBSPOT INC,Information Technology,Software,582.04
ROP,ROP US Equity,ROPER TECHNOLOGI,Information Technology,Software,572.18
SNPS,SNPS US Equity,SYNOPSYS INC,Information Technology,Software,504.4
MSFT,MSFT US Equity,MICROSOFT CORP,Information Technology,Software,470.92
CRWD,CRWD US Equity,CROWDSTRIKE HO-A,Information Technology,Software,467.65
DJCO,DJCO US Equity,DAILY JOURNAL,Information Technology,Software,425.67
ADBE,ADBE US Equity,ADOBE INC,Information Technology,Software,416.06
MSTR,MSTR US Equity,MICROSTRATEGY,Information Technology,Software,391.18
APP,APP US Equity,APPLOVIN CO-CL A,Information Technology,Software,383.61
ANSS,ANSS US Equity,ANSYS INC,Information Technology,Software,346.02
CDNS,CDNS US Equity,CADENCE DESIGN,Information Technology,Software,305.69
ZS,ZS US Equity,ZSCALER INC,Information Technology,Software,297.97
ADSK,ADSK US Equity,AUTODESK INC,Information Technology,Software,297.54
CRM,CRM US Equity,SALESFORCE INC,Information Technology,Software,268.22
WDAY,WDAY US Equity,WORKDAY INC-A,Information Technology,Software,252.73
GWRE,GWRE US Equity,GUIDEWIRE SOFTWA,Information Technology,Software,251.74
APPF,APPF US Equity,APPFOLIO INC - A,Information Technology,Software,228.44
IDCC,IDCC US Equity,INTERDIGITAL INC,Information Technology,Software,221.64
PANW,PANW US Equity,PALO ALTO NETWOR,Information Technology,Software,195.95
MANH,MANH US Equity,MANHATTAN ASSOC,Information Technology,Software,193.28
CVLT,CVLT US Equity,COMMVAULT SYSTEM,Information Technology,Software,187.16
ORCL,ORCL US Equity,ORACLE CORP,Information Technology,Software,177.48
PTC,PTC US Equity,PTC INC,Information Technology,Software,170.92
SPSC,SPSC US Equity,SPS COMMERCE INC,Information Technology,Software,144.5
QLYS,QLYS US Equity,QUALYS INC,Information Technology,Software,141.72
PLTR,PLTR US Equity,PALANTIR TECHN-A,Information Technology,Software,132.81
DDOG,DDOG US Equity,DATADOG INC-A,Information Technology,Software,119.91
AGYS,AGYS US Equity,AGILYSYS INC,Information Technology,Software,111.32
TTAN,TTAN US Equity,SERVICETITAN INC,Information Technology,Software,102.33
FTNT,FTNT US Equity,FORTINET INC,Information Technology,Software,101.63
PEGA,PEGA US Equity,PEGASYSTEMS INC,Information Technology,Software,101.33
QTWO,QTWO US Equity,Q2 HOLDINGS INC,Information Technology,Software,90.41
RBRK,RBRK US Equity,RUBRIK INC-A,Information Technology,Software,87.55
ESTC,ESTC US Equity,ELASTIC NV,Information Technology,Software,84.72
ZM,ZM US Equity,ZOOM COMMUNICATI,Information Technology,Software,79.41
DOCU,DOCU US Equity,DOCUSIGN INC,Information Technology,Software,77.04
DLB,DLB US Equity,DOLBY LABORATO-A,Information Technology,Software,76.49
NTNX,NTNX US Equity,NUTANIX INC - A,Information Technology,Software,74.78
WK,WK US Equity,WORKIVA INC,Information Technology,Software,68.7
PCOR,PCOR US Equity,PROCORE TECHNOLO,Information Technology,Software,67.14
PRGS,PRGS US Equity,PROGRESS SOFTWAR,Information Technology,Software,64.66
BLKB,BLKB US Equity,BLACKBAUD INC,Information Technology,Software,63.32
LIF,LIF US Equity,LIFE360 INC,Information Technology,Software,62.5
ALRM,ALRM US Equity,ALARM.COM HOLDIN,Information Technology,Software,59.66
INTA,INTA US Equity,INTAPP INC,Information Technology,Software,57.41
BL,BL US Equity,BLACKLINE INC,Information Technology,Software,56
DT,DT US Equity,DYNATRACE INC,Information Technology,Software,54.16
VRNS,VRNS US Equity,VARONIS SYSTEMS,Information Technology,Software,50.48
GTLB,GTLB US Equity,GITLAB INC-CL A,Information Technology,Software,48.51
BSY,BSY US Equity,BENTLEY SYSTEM-B,Information Technology,Software,47.96
ACIW,ACIW US Equity,ACI WORLDWIDE IN,Information Technology,Software,47.38
BILL,BILL US Equity,BILL HOLDINGS IN,Information Technology,Software,45.37
RDVT,RDVT US Equity,RED VIOLET INC,Information Technology,Software,45
FROG,FROG US Equity,JFROG LTD,Information Technology,Software,42.22
