ticker_id,ticker,ticker-full,short-name,sector_id,sector,industry_id,industry
203,SUP,SUP US Equity,SUPERIOR INDS,2,Consumer Discretionary,3,Automobile Components
204,SYPR,SYPR US Equity,SYPRIS SOLUTIONS,2,Consumer Discretionary,3,Automobile Components
205,THRM,THRM US Equity,GENTHERM INC,2,Consumer Discretionary,3,Automobile Components
206,VC,VC US Equity,VISTEON CORP,2,Consumer Discretionary,3,Automobile Components
207,WKSP,WKSP US Equity,WORKSPORT LTD,2,Consumer Discretionary,3,Automobile Components
208,XPEL,XPEL US Equity,XPEL INC,2,Consumer Discretionary,3,Automobile Components
209,AYRO,AYRO US Equity,AYRO INC,2,Consumer Discretionary,4,Automobiles
210,CENN,CENN US Equity,CENNTRO INC,2,Consumer Discretionary,4,Automobiles
211,ECDA,ECDA US Equity,ECD AUTOMOTIVE D,2,Consumer Discretionary,4,Automobiles
212,EVTV,EVTV US Equity,ENVIROTECH VEHIC,2,Consumer Discretionary,4,Automobiles
213,F,F US Equity,FORD MOTOR CO,2,Consumer Discretionary,4,Automobiles
214,FFAI,FFAI US Equity,FARADAY FUTURE I,2,Consumer Discretionary,4,Automobiles
215,FLYE,FLYE US Equity,FLY-E GROUP INC,2,Consumer Discretionary,4,Automobiles
216,GM,GM US Equity,GENERAL MOTORS C,2,Consumer Discretionary,4,Automobiles
217,HOG,HOG US Equity,HARLEY-DAVIDSON,2,Consumer Discretionary,4,Automobiles
218,LCID,LCID US Equity,LUCID GROUP INC,2,Consumer Discretionary,4,Automobiles
219,LVWR,LVWR US Equity,LIVEWIRE GROUP I,2,Consumer Discretionary,4,Automobiles
220,MAMO,MAMO US Equity,MASSIMO GROUP,2,Consumer Discretionary,4,Automobiles
221,MULN,MULN US Equity,MULLEN AUTOMOTIV,2,Consumer Discretionary,4,Automobiles
222,RIVN,RIVN US Equity,RIVIAN AUTOMOT-A,2,Consumer Discretionary,4,Automobiles
223,THO,THO US Equity,THOR INDUSTRIES,2,Consumer Discretionary,4,Automobiles
224,TSLA,TSLA US Equity,TESLA INC,2,Consumer Discretionary,4,Automobiles
225,VLCN,VLCN US Equity,VOLCON INC,2,Consumer Discretionary,4,Automobiles
226,WGO,WGO US Equity,WINNEBAGO INDS,2,Consumer Discretionary,4,Automobiles
227,WKHS,WKHS US Equity,WORKHORSE GROUP,2,Consumer Discretionary,4,Automobiles
228,AMZN,AMZN US Equity,AMAZON.COM INC,2,Consumer Discretionary,7,Broadline Retail
229,CPNG,CPNG US Equity,COUPANG INC,2,Consumer Discretionary,7,Broadline Retail
230,DDS,DDS US Equity,DILLARDS INC-A,2,Consumer Discretionary,7,Broadline Retail
231,DIBS,DIBS US Equity,1STDIBS.COM INC,2,Consumer Discretionary,7,Broadline Retail
232,EBAY,EBAY US Equity,EBAY INC,2,Consumer Discretionary,7,Broadline Retail
233,ETSY,ETSY US Equity,ETSY INC,2,Consumer Discretionary,7,Broadline Retail
234,GRPN,GRPN US Equity,GROUPON INC,2,Consumer Discretionary,7,Broadline Retail
235,HOUR,HOUR US Equity,HOUR LOOP INC,2,Consumer Discretionary,7,Broadline Retail
236,KSS,KSS US Equity,KOHLS CORP,2,Consumer Discretionary,7,Broadline Retail
237,M,M US Equity,MACY'S INC,2,Consumer Discretionary,7,Broadline Retail
238,OLLI,OLLI US Equity,OLLIE'S BARGAIN,2,Consumer Discretionary,7,Broadline Retail
239,QVCGA,QVCGA US Equity,QVC GROUP INC,2,Consumer Discretionary,7,Broadline Retail
240,SVV,SVV US Equity,SAVERS VALUE VIL,2,Consumer Discretionary,7,Broadline Retail
241,AENT,AENT US Equity,ALLIANCE ENTERTA,2,Consumer Discretionary,18,Distributors
242,AMRK,AMRK US Equity,A-MARK PRECIOUS,2,Consumer Discretionary,18,Distributors
243,CTNT,CTNT US Equity,CHEETAH NET SUPP,2,Consumer Discretionary,18,Distributors
244,DIT,DIT US Equity,AMCON DISTRIBUT,2,Consumer Discretionary,18,Distributors
245,EDUC,EDUC US Equity,EDUCATIONAL DEV,2,Consumer Discretionary,18,Distributors
246,GCT,GCT US Equity,GIGACLOUD TECH-A,2,Consumer Discretionary,18,Distributors
247,GNLN,GNLN US Equity,GREENLANE HOLD-A,2,Consumer Discretionary,18,Distributors
248,GPC,GPC US Equity,GENUINE PARTS CO,2,Consumer Discretionary,18,Distributors
249,KAVL,KAVL US Equity,KAIVAL BRANDS IN,2,Consumer Discretionary,18,Distributors
250,LKQ,LKQ US Equity,LKQ CORP,2,Consumer Discretionary,18,Distributors
251,POOL,POOL US Equity,POOL CORP,2,Consumer Discretionary,18,Distributors
252,WEYS,WEYS US Equity,WEYCO GROUP,2,Consumer Discretionary,18,Distributors
253,ADD,ADD US Equity,COLOR STAR TECHN,2,Consumer Discretionary,19,Diversified Consumer Services
254,ADT,ADT US Equity,ADT INC,2,Consumer Discretionary,19,Diversified Consumer Services
255,ALUR,ALUR US Equity,ALLURION TECHNOL,2,Consumer Discretionary,19,Diversified Consumer Services
256,AMBO,AMBO US Equity,AMBOW EDUCAT-ADR,2,Consumer Discretionary,19,Diversified Consumer Services
257,AMST,AMST US Equity,AMESITE INC,2,Consumer Discretionary,19,Diversified Consumer Services
258,APEI,APEI US Equity,AMERICAN PUBLIC,2,Consumer Discretionary,19,Diversified Consumer Services
